id,event_type,event_cause,latitude,longitude,address,zone,junction,corridor,priority,start_datetime,status,impact_score,closure_prob,predicted_duration_hrs,alert_level,manpower,barricades,diversion_routes,patrol_freq_min,action_notes
FKID002640,unplanned,congestion,13.0445332,77.5829857,"Outer Ring Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",,,ORR North 2,High,2024-03-06 04:44:43.9+00,closed,0.2676004211253614,0.0055681188,1.320686078620476,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002641,unplanned,vehicle_breakdown,13.0668552,77.5931188,"Bellary Road, Park View Layout, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",,,Bellary Road 2,High,2024-03-06 05:33:12.415+00,closed,0.3043765977390354,0.019403055,0.6551945230378733,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002642,unplanned,vehicle_breakdown,12.9211133,77.6204127,"Madiwala Market Street, Market Square Value Mall, Block 2, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",,,Hosur Road,High,2024-03-06 10:05:58.775+00,closed,0.27865067145061084,0.011327907,0.8001711657113061,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002643,unplanned,vehicle_breakdown,13.0216827,77.5519487,"Mumbai Bengaluru Highway, Aparna Elina, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",,,Tumkur Road,High,2024-03-23 01:05:10.941+00,closed,0.2430591437875802,0.0022352056,0.5849099579855092,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002644,unplanned,pot_holes,12.9212916,77.6202835,"Hosur Road, Market Square Value Mall, Block 2, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",South Zone 2,AyyappaTempleJunc,Hosur Road,High,2023-12-16 02:45:37.393+00,closed,0.7605990846174757,0.0027019794,12.922408955964588,LOW,5,0,0,60,🕐 Plan for sustained deployment (~12.9 hrs). Schedule shift rotation.
FKID002645,unplanned,vehicle_breakdown,12.953076,77.5400812,"KR Market Road, Bapuji Nagar, Bengaluru, Karnataka. Pin-560026 (India)",,,West of Chord Road,High,2024-03-06 18:48:38.995+00,closed,0.252264142751759,0.004824291,0.5930928443196709,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002646,unplanned,others,13.0419493,77.515386,"Mumbai Bengaluru Highway, Krishna Gowda Layout, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",,,Tumkur Road,High,2024-03-06 18:03:12.727+00,active,0.946486907780316,0.17053628,7.120567366063399,LOW,5,0,0,60,🕐 Plan for sustained deployment (~7.1 hrs). Schedule shift rotation.
FKID002647,unplanned,vehicle_breakdown,13.04121,77.54605,"Outer Ring Road, Sharadamba Nagar, Jalahalli Village, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",,,ORR North 2,High,2024-03-23 00:05:06.822+00,closed,3.1854605027386254,0.8431377,0.541650615128482,MEDIUM,7,21,1,30,🚧 Pre-position barricades at both ends of affected corridor.
FKID002648,unplanned,vehicle_breakdown,12.9857142,77.6442674,"Old Madras Road, Aveda Meta, Binnamangala, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",,,Old Madras Road,High,2024-03-23 00:08:11.349+00,closed,0.5386048560943484,0.08645533,0.6292118663236091,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002649,unplanned,vehicle_breakdown,13.0288855,77.5402327,"Vivanta By Taj Yeshwantpur Entry Road, RNS Shriniketan, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",,,Tumkur Road,High,2024-03-06 19:45:55.153+00,closed,0.31343914844336646,0.021565191,0.740627548661992,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002650,unplanned,pot_holes,12.8871667,77.5968183,"Bannerghatta Main Road, Arakere, Bengaluru, Karnataka. Pin-560076 (India)",,,Bannerghata Road,High,2024-03-23 03:07:17.639+00,active,0.48089699979086054,0.027101928,9.20230018834803,LOW,5,0,0,60,🕐 Plan for sustained deployment (~9.2 hrs). Schedule shift rotation.
FKID002651,unplanned,vehicle_breakdown,12.9929258,77.5714901,"Sri Venkataranga Iyengar Road, Mill Corner Junction, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",,,Non-corridor,Low,2024-03-23 02:38:35.087+00,closed,0.082372330635731,0.01771273,1.1644442456077728,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002652,unplanned,vehicle_breakdown,12.9548277,77.5443857,"Mysore Road, Bengaluru Body Builders Junction, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",,,Mysore Road,High,2024-03-23 04:33:18.441+00,closed,0.37883485698542185,0.03994821,0.8009216580170604,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002653,unplanned,vehicle_breakdown,12.9859006,77.5885846,"Palace Road, Prestige Trade Tower, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,,Bellary Road 1,High,2024-03-23 02:35:43.5+00,closed,1.0841420664508266,0.24108559,0.8767162852010365,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002654,unplanned,vehicle_breakdown,13.1079417,77.602705,"Bellary Road, Krishnaja Avenue, Maruthi Nagar, Palanahalli, Bengaluru, Karnataka. Pin-560064 (India)",,,Bellary Road 2,High,2024-03-06 20:35:19.028+00,closed,0.24603829332009963,0.0015384841,0.8944913714789289,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002655,unplanned,vehicle_breakdown,13.0818349,77.5927639,"Allalasandra Main Road, Yelahanka Bypass Junction, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)",,,Bellary Road 2,High,2024-03-23 02:52:50.261+00,closed,0.33966106696510384,0.028853271,0.7814070574352135,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002656,planned,construction,13.0225146,77.6018347,"1st Cross Road, Sultanpalya, Bengaluru, Karnataka. Pin-560032 (India)",,,Non-corridor,Low,2024-03-23 03:05:08.184+00,closed,2.712563174705057,0.70259076,14.485462378340042,MEDIUM,10,17,1,30,🚧 Pre-position barricades at both ends of affected corridor. | 🕐 Plan for sustained deployment (~14.5 hrs). Schedule shift rotation. | 📋 Pre-deploy resources 2 hours before event start.
FKID002657,unplanned,vehicle_breakdown,12.9975298,77.5534236,"80 Feet Ring Road, Harikara Vidvan Sri R Gururajulu Naidu Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",,,West of Chord Road,High,2024-03-23 05:22:38.611+00,closed,0.3166442032780102,0.021217253,0.9933611104934053,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002658,unplanned,tree_fall,13.0122874,77.5090347,"S Nataraj Kumar Road, Industrial Area Stage 2, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",,,Non-corridor,Low,2024-03-06 21:01:41.936+00,closed,2.1354160442579553,0.60125273,1.773221916407427,LOW,3,15,0,60,🚧 Pre-position barricades at both ends of affected corridor.
FKID002659,planned,construction,12.9694761,77.7006303,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",,,ORR East 2,High,2024-03-06 21:13:06.578+00,closed,0.8049767374825726,0.020930678,28.955392325675206,LOW,5,0,0,60,🕐 Plan for sustained deployment (~29.0 hrs). Schedule shift rotation. | 📋 Pre-deploy resources 2 hours before event start.
FKID002660,unplanned,vehicle_breakdown,12.9958759,77.5715134,"Sri Venkataranga Ayangar Road, Shivanandappa Layout, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",,,Non-corridor,Low,2024-03-23 05:38:26.155+00,closed,0.12334947329700638,0.029409742,1.1665927750386789,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002661,unplanned,others,13.044021,77.508357,"3rd B Cross Road, Sattva Opus, T Dasarahalli, Bengaluru, Karnataka. Pin-560073 (India)",,,Tumkur Road,High,2024-03-06 21:39:38.227+00,closed,0.6478347139127918,0.05631323,12.899337760425006,LOW,5,0,0,60,🕐 Plan for sustained deployment (~12.9 hrs). Schedule shift rotation.
FKID002662,unplanned,vehicle_breakdown,12.995356,77.6670634,"Old Madras Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",,,ORR North 1,High,2024-03-06 19:28:10.423+00,closed,0.33299807206951626,0.026025327,0.9662529662467454,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002663,unplanned,Debris,13.1476184,77.6191976,"3rd Main Road, Farah Seven, Sri Rajarajeshwari Nagar, Hunasamaranahalli, Bengaluru, Karnataka. Pin-562157 (India)",,,Bellary Road 2,High,2024-03-06 22:02:04.165+00,closed,0.2936691426751922,0.0005965474,3.804641536760389,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002664,unplanned,road_conditions,12.9641603,77.5698017,"BGS Flyover, Church Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",,,Mysore Road,High,2024-03-06 21:18:52.719+00,active,3.9959405152805085,0.9129738,32.88756625315936,MEDIUM,10,22,1,30,🚧 Pre-position barricades at both ends of affected corridor. | 🕐 Plan for sustained deployment (~32.9 hrs). Schedule shift rotation.
FKID002665,planned,construction,12.9160554,77.6168548,"30th Main Road, Someshwara Colony, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",,,Non-corridor,Low,2024-03-23 05:38:48.709+00,closed,3.6315975945703793,0.94854486,17.81089397562463,MEDIUM,10,23,1,30,🚧 Pre-position barricades at both ends of affected corridor. | 🕐 Plan for sustained deployment (~17.8 hrs). Schedule shift rotation. | 📋 Pre-deploy resources 2 hours before event start.
FKID002666,unplanned,road_conditions,12.9890248,77.4994542,"Magadi Main Road, Janapriya Bharat Enclave, Sri Venkateshwara Industrial Estate, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",,,Magadi Road,High,2024-03-06 22:02:37.914+00,active,3.5874675180765223,0.8867763,14.78573882155322,MEDIUM,10,22,1,30,🚧 Pre-position barricades at both ends of affected corridor. | 🕐 Plan for sustained deployment (~14.8 hrs). Schedule shift rotation.
FKID002667,unplanned,vehicle_breakdown,12.9117601,77.5672079,"Dayanand Sagar College Road, Teachers Colony, Stage 1, Kumaraswamy Layout, Bengaluru, Karnataka. Pin-560078 (India)",,,ORR West 1,High,2024-03-23 05:38:59.941+00,closed,0.29276709453319516,0.012792608,1.3138839012412855,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002668,unplanned,others,12.9711411,77.5977666,"Grant Road, Walton Road Circle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,,Non-corridor,Low,2024-03-06 23:37:22.499+00,closed,0.5391965508192521,0.13837612,3.136008124860931,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002669,unplanned,congestion,13.0449282,77.5816866,"2nd Main Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",,,ORR North 2,High,2024-03-23 05:51:44.887+00,closed,0.26751860836762664,0.0033914929,1.7513362479314794,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002670,unplanned,vehicle_breakdown,13.0824285,77.5932016,"Bellary Road, Yelahanka Bypass Junction, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)",,,Bellary Road 2,High,2024-03-06 23:31:50.649+00,closed,0.2589363811574532,0.0048693763,0.9653465984103449,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002671,unplanned,vehicle_breakdown,13.0415405,77.5471261,"Outer Ring Road, Renaissance Reserva, Muthyala Nagar, Bengaluru, Karnataka. Pin-560054 (India)",,,ORR North 2,High,2024-03-06 19:40:51.565+00,closed,0.47649895195391334,0.06753568,0.8642315547957646,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002672,planned,construction,12.970333,77.6100462,"Magrath Road, Garuda Mall, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",,,Non-corridor,Low,2024-03-06 21:34:21.312+00,closed,2.910932078629724,0.7305841,20.222160627160275,MEDIUM,10,18,1,30,🚧 Pre-position barricades at both ends of affected corridor. | 🕐 Plan for sustained deployment (~20.2 hrs). Schedule shift rotation. | 📋 Pre-deploy resources 2 hours before event start.
FKID002673,planned,construction,12.9424506,77.7471773,"Muthsandra Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",,,Non-corridor,Low,2024-03-06 23:06:02.136+00,closed,0.41643409242390733,0.11241993,1.3122463851651371,LOW,2,0,0,60,📋 Pre-deploy resources 2 hours before event start.
FKID002674,unplanned,vehicle_breakdown,12.940784,77.5248097,"Mysore Road, Dr Ambedkar Nagar, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",,,Mysore Road,High,2024-03-06 20:40:43.18+00,closed,0.3612477475534761,0.034128927,0.9598000227319883,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002675,unplanned,vehicle_breakdown,13.0273217,77.5794943,"Dr Rajgopal Road, MET Layout, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",,,Non-corridor,Low,2024-03-06 20:48:42.359+00,closed,0.05127664113159788,0.008906765,1.148740743805007,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002676,unplanned,vehicle_breakdown,12.9675876,77.5896026,"Raja Ram Mohan Roy Road, Bagamane Pallavi Tower, Sampangiram Nagar, Bengaluru, Karnataka. Pin-560027 (India)",,,Mysore Road,High,2024-03-07 00:07:28.214+00,closed,0.3024792463047443,0.01904873,0.6176396804942321,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002677,unplanned,vehicle_breakdown,12.944928,77.6026878,"Bannerghatta Main Road, Mythreyi Naimisha, Adugodi, Bengaluru, Karnataka. Pin-560030 (India)",,,Non-corridor,Low,2024-03-06 23:15:03.09+00,closed,0.8939268320035176,0.2510942,0.8626956555459467,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002678,unplanned,vehicle_breakdown,13.0357763,77.5415265,"Outer Ring Road, Jain Heights Revanta, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",,,ORR North 2,High,2024-03-06 20:17:07.073+00,closed,0.3179020712978081,0.02324213,0.6602636133286877,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002679,unplanned,vehicle_breakdown,13.0284364,77.632117,"2nd Cross Road, Grace Town, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",,,Airport New South Road,High,2024-03-06 19:49:39.537+00,closed,0.2736149430371796,0.00844296,1.089404821949204,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002680,unplanned,vehicle_breakdown,12.9258395,77.6761401,"Outer Ring Road, Bellandur Circle, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",,,ORR East 1,High,2024-03-06 20:20:00.848+00,closed,0.3913714627659435,0.0433639,0.8341609309747966,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002681,unplanned,vehicle_breakdown,13.0567614,77.4750998,"NICE Road, Madavara, Bengaluru, Karnataka. Pin-560073 (India)",,,Non-corridor,Low,2024-03-06 20:09:00.992+00,closed,0.07864990246243676,0.019118782,0.6705238205747385,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002682,unplanned,vehicle_breakdown,12.9580733,77.5539867,"Mysore Road, Valmiki Nagar, Bengaluru, Karnataka. Pin-560026 (India)",,,Mysore Road,High,2024-03-23 05:57:25.915+00,closed,0.8309180026623991,0.16845228,0.933429884759512,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002683,unplanned,vehicle_breakdown,13.08507,77.5932683,"1st Main Road, BCM Panache, Allala Sandra, Bengaluru, Karnataka. Pin-560065 (India)",,,Bellary Road 2,High,2024-03-07 00:12:34.744+00,closed,0.2823917037186695,0.012371252,0.8052753887725629,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002684,unplanned,procession,12.9317452,77.6138217,"Hosur Road, Madiwala Check Post Junction, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",,,Hosur Road,High,2024-03-06 22:14:42.883+00,closed,1.9516653872114587,0.4872188,1.2228358165546258,LOW,2,0,0,60,📢 Coordinate with event organizers for procession path and timing.
FKID002685,unplanned,vehicle_breakdown,13.1217612,77.6117675,"Bagaluru Main Road, Bagalur Cross Junction, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)",,,Bellary Road 2,High,2024-03-07 00:25:53.159+00,closed,0.2848211173737726,0.01360037,0.6982756343607758,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002686,unplanned,vehicle_breakdown,13.0144058,77.5836784,"Sir CV Raman Road, Enayathulla Mehkri Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",,,Bellary Road 1,High,2024-03-07 00:34:36.54+00,closed,0.3043217264742751,0.018668866,0.798896767588452,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002687,unplanned,vehicle_breakdown,13.0459326,77.7502339,"MBT Road, Subhams Antique City, Konadasapura, Bengaluru, Karnataka. Pin-560049 (India)",,,Non-corridor,Low,2024-03-07 04:11:24.888+00,closed,3.1140592136799063,0.88675505,0.5952292329854407,MEDIUM,7,22,1,30,🚧 Pre-position barricades at both ends of affected corridor.
FKID002688,unplanned,vehicle_breakdown,12.9559519,77.716416,"HAL Airport Road, Smartworks, Green Garden Layout, Munnekolala, Bengaluru, Karnataka. Pin-560037 (India)",,,Varthur Road,High,2024-03-07 02:48:45.929+00,closed,0.28659733923195935,0.012587669,1.0023140151836403,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002689,unplanned,others,13.0423044,77.514709,"Mumbai Bengaluru Highway, Krishna Gowda Layout, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",,,Tumkur Road,High,2024-03-07 03:35:25.489+00,closed,0.4473546032287502,0.035752367,5.555503562392645,LOW,2,0,0,60,🕐 Plan for sustained deployment (~5.6 hrs). Schedule shift rotation.
FKID002690,unplanned,congestion,13.0413659,77.6224657,"MBT Road, Munivenkatappa Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",,,Hennur Main Road,High,2024-03-07 04:43:49.389+00,closed,0.37181692117757825,0.032045454,1.9804475956344758,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002691,unplanned,vehicle_breakdown,13.0519675,77.4881966,"Mumbai Bengaluru Highway, Prestige Jindal City, Chikkabidarakallu, Bengaluru, Karnataka. Pin-560073 (India)",,,Non-corridor,Low,2024-03-23 06:21:38.201+00,closed,0.21872004239742435,0.058824863,0.7333164379622122,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002692,unplanned,water_logging,12.9677335,77.5744926,"AS Char Main Road, Santhusapete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",,,Mysore Road,High,2024-03-07 05:21:22.094+00,closed,3.460998511067962,0.8373426,17.445680059247675,MEDIUM,10,20,1,30,🚧 Pre-position barricades at both ends of affected corridor. | 🕐 Plan for sustained deployment (~17.4 hrs). Schedule shift rotation.
FKID002693,planned,construction,12.9424889,77.7474591,"Muthsandra Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",,,Non-corridor,Low,2024-03-22 22:28:24.141+00,closed,0.17789182574995524,0.04492843,1.1795608835266689,LOW,2,0,0,60,📋 Pre-deploy resources 2 hours before event start.
FKID002694,unplanned,vehicle_breakdown,12.9758821,77.5868134,"Dr Ambedkar Road, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,,Non-corridor,Low,2024-03-07 04:52:37.268+00,closed,0.5222833495308866,0.14580476,0.6838102622821801,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002695,unplanned,water_logging,12.9423948,77.6225743,"20th Main Road, KR Garden, Block 8, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",,,Non-corridor,Low,2024-03-07 05:23:47.274+00,closed,0.4056482101202852,0.088899836,5.399930958071472,LOW,2,0,0,60,🕐 Plan for sustained deployment (~5.4 hrs). Schedule shift rotation.
FKID002696,unplanned,vehicle_breakdown,13.043501,77.5573519,"Kuvempu Underpass, BEL Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",,,ORR North 2,High,2024-03-07 05:01:06.014+00,closed,0.8892657581488792,0.18610294,0.7374562735813229,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002697,unplanned,accident,12.96854,77.5126404,"Dr Rajkumar Puniya Bhoomi Road, Block 10, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",,,Non-corridor,Low,2024-03-07 04:51:22.43+00,closed,0.1795224149859222,0.047687743,0.7208750352193746,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002698,unplanned,tree_fall,12.9992886,77.5838117,"Palace Road, MD Nanjundaswamy Circle, Rajamahal Guttahalli, Bengaluru, Karnataka. Pin-560003 (India)",,,Bellary Road 1,High,2024-03-07 05:25:39.452+00,closed,3.743887702027072,0.9340736,14.264566750702944,MEDIUM,10,23,1,30,🚧 Pre-position barricades at both ends of affected corridor. | 🕐 Plan for sustained deployment (~14.3 hrs). Schedule shift rotation.
FKID002699,unplanned,vehicle_breakdown,12.9138731,77.5670625,"Subramanyapura Main Road, Teachers Colony, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)",,,ORR West 1,High,2024-03-23 07:01:09.209+00,closed,0.25639429208130077,0.0029641434,1.20113084585351,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002700,unplanned,construction,13.0531027,77.6459625,"Narayanapur Cross Road, K Narayanpura Cross, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",,,Non-corridor,Low,2024-03-07 05:23:52.922+00,closed,0.9967077519854001,0.15726729,25.50127248741384,LOW,5,0,0,60,🕐 Plan for sustained deployment (~25.5 hrs). Schedule shift rotation.
FKID002701,unplanned,vehicle_breakdown,12.9117601,77.5672079,"Dayanand Sagar College Road, Teachers Colony, Stage 1, Kumaraswamy Layout, Bengaluru, Karnataka. Pin-560078 (India)",,,ORR West 1,High,2024-03-23 05:38:59.941+00,closed,0.29276709453319516,0.012792608,1.3138839012412855,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002702,unplanned,tree_fall,13.0278723,77.5715932,"Shri Bala Anjaneya Swami Temple Road, MS Ramaiah Hospital Junction, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",,,Non-corridor,Low,2024-03-07 05:25:24.564+00,closed,3.3211133311066985,0.9237261,5.03268826503958,MEDIUM,7,23,1,30,🚧 Pre-position barricades at both ends of affected corridor. | 🕐 Plan for sustained deployment (~5.0 hrs). Schedule shift rotation.
FKID002703,unplanned,tree_fall,12.9707873,77.5762439,"AS Char Main Road, Telagupet, Bengaluru, Karnataka. Pin-560002 (India)",,,Non-corridor,Low,2024-03-23 10:54:09.828+00,closed,2.5016494809867558,0.6871131,5.528782772345871,MEDIUM,7,17,1,30,🚧 Pre-position barricades at both ends of affected corridor. | 🕐 Plan for sustained deployment (~5.5 hrs). Schedule shift rotation.
FKID002704,unplanned,construction,13.0481768,77.6453207,"Hennur Main Road, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)",,,Non-corridor,Low,2024-03-07 05:28:54.383+00,closed,0.9832441741643061,0.1722148,21.742421867834445,LOW,5,0,0,60,🕐 Plan for sustained deployment (~21.7 hrs). Schedule shift rotation.
FKID002705,unplanned,vehicle_breakdown,12.9248733,77.6273117,"Sarjapur Marathahalli Road, Kudremukh Colony, Block 2, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",,,Non-corridor,Low,2024-03-23 09:05:56.4+00,closed,0.18162749042882295,0.046007387,1.1772364836498515,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002706,unplanned,water_logging,12.973045,77.6986928,"Outer Ring Road, Kempalakkamma Layout, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)",,,ORR East 2,High,2024-03-07 05:33:38.737+00,active,0.6559146985810748,0.003453,23.933097105092955,LOW,5,0,0,60,🕐 Plan for sustained deployment (~23.9 hrs). Schedule shift rotation.
FKID002707,unplanned,tree_fall,13.00701,77.59236,"Jayamahal Main Road, Munireddypalya, JC Nagar, Bengaluru, Karnataka. Pin-560006 (India)",,,Non-corridor,Low,2024-03-07 05:30:21.624+00,active,2.1021808475323795,0.56584066,6.956489256837698,LOW,5,14,0,60,🚧 Pre-position barricades at both ends of affected corridor. | 🕐 Plan for sustained deployment (~7.0 hrs). Schedule shift rotation.
FKID002708,unplanned,others,12.92490766,77.61830594,"Domlur Inner Ring Road, Madiwala Junction, Madivala, Bengaluru, Karnataka. Pin-560068 (India)",,AyyappaTempleJunc,Hosur Road,High,2024-01-27 18:40:56.916+00,closed,3.7840570394043844,0.90507483,5.216857046426596,MEDIUM,7,22,1,30,🚧 Pre-position barricades at both ends of affected corridor. | 🕐 Plan for sustained deployment (~5.2 hrs). Schedule shift rotation.
FKID002709,unplanned,vehicle_breakdown,13.0457526,77.5056862,"Mumbai Bengaluru Highway, Nelakadirena Halli, T Dasarahalli, Bengaluru, Karnataka. Pin-560073 (India)",,,Tumkur Road,High,2024-03-23 19:14:38.14+00,closed,0.2510420014065739,0.00432439,0.6232363885484248,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002710,unplanned,vehicle_breakdown,12.9594033,77.5556832,"Mysore Road, AR Compound, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",,,Mysore Road,High,2024-03-23 19:24:24.897+00,closed,0.36073866772496765,0.034132276,0.9300404718058837,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002711,unplanned,vehicle_breakdown,12.9960828,77.6680963,"Old Madras Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",,,ORR North 1,High,2024-03-23 19:20:00.045+00,closed,0.2973747196223707,0.015675167,1.0006650994299215,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002712,unplanned,accident,13.0569168,77.593818,"Bellary Road, Kodigehalli Gate Junction, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",,,Bellary Road 1,High,2024-03-23 19:14:40.689+00,closed,0.32341047422918856,0.023976542,0.82814747199171,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID002713,unplanned,pot_holes,13.0128499,77.5545509,"Chord Road, World Trade Centre, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",,,West of Chord Road,High,2024-03-23 19:28:16.874+00,closed,1.2728118644003756,0.0051386994,58.847223780522405,LOW,5,0,0,60,🕐 Plan for sustained deployment (~58.8 hrs). Schedule shift rotation.
FKID002714,unplanned,vehicle_breakdown,12.9559433,77.5458728,"Mysore Road, Hosaguddadahalli, New Guddadahalli, Bengaluru, Karnataka. Pin-560026 (India)",,,Mysore Road,High,2024-03-23 19:54:04.832+00,closed,0.5685694918093399,0.09441418,0.749705774768854,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
